idSeller,Name,Rating,Status,Register_Date
1545,Seller_01545,2,active,2022-03-01
1546,Seller_01546,3,active,2025-09-25
1547,Seller_01547,3,active,2022-06-16
1548,Seller_01548,1,active,2015-06-19
1549,Seller_01549,4,active,2021-02-16
1550,Seller_01550,1,active,2006-12-05
1551,Seller_01551,0,active,2005-03-16
1552,Seller_01552,0,active,2025-09-03
1553,Seller_01553,5,active,2001-12-01
1554,Seller_01554,4,active,2021-09-29
1555,Seller_01555,0,active,2013-05-22
1556,Seller_01556,1,active,2017-07-10
1557,Seller_01557,2,active,2013-09-03
1558,Seller_01558,3,active,2015-03-09
1559,Seller_01559,0,active,2007-05-04
1560,Seller_01560,5,active,2000-02-11
1561,Seller_01561,0,active,2024-06-23
1562,Seller_01562,0,active,2012-04-19
1563,Seller_01563,5,active,2022-05-11
1564,Seller_01564,2,active,2004-12-07
1565,Seller_01565,1,active,2006-11-08
1566,Seller_01566,4,active,2013-02-18
1567,Seller_01567,4,active,2001-06-01
1568,Seller_01568,2,active,2013-03-10
1569,Seller_01569,4,active,2002-02-14
1570,Seller_01570,5,active,2018-12-28
1571,Seller_01571,0,active,2025-01-21
1572,Seller_01572,3,active,2007-10-19
1573,Seller_01573,1,active,2017-10-19
1574,Seller_01574,2,active,2016-02-14
1575,Seller_01575,4,active,2010-02-02
1576,Seller_01576,1,active,2023-03-23
1577,Seller_01577,3,active,2024-09-23
1578,Seller_01578,5,active,2003-06-10
1579,Seller_01579,4,active,2022-06-04
1580,Seller_01580,4,active,2018-12-18
1581,Seller_01581,0,active,2007-11-11
1582,Seller_01582,0,active,2017-01-25
1583,Seller_01583,3,blocked,2011-07-28
1584,Seller_01584,0,active,2023-04-06
1585,Seller_01585,0,active,2019-07-31
1586,Seller_01586,4,active,2026-11-12
1587,Seller_01587,0,active,2023-12-25
1588,Seller_01588,3,active,2007-03-04
1589,Seller_01589,3,active,2003-05-18
1590,Seller_01590,0,active,2002-10-30
1591,Seller_01591,1,active,2017-06-13
1592,Seller_01592,5,active,2017-10-04
1593,Seller_01593,1,active,2019-06-04
1594,Seller_01594,5,active,2012-11-12
1595,Seller_01595,2,active,2015-07-16
1596,Seller_01596,5,active,2002-12-27
1597,Seller_01597,0,active,2017-09-25
1598,Seller_01598,0,active,2016-05-10
1599,Seller_01599,4,active,2019-11-20
1600,Seller_01600,3,active,2010-05-06
1601,Seller_01601,3,active,2011-08-01
1602,Seller_01602,0,active,2013-06-06
1603,Seller_01603,1,active,2017-12-17
1604,Seller_01604,2,active,2000-12-20
1605,Seller_01605,0,active,2019-05-24
1606,Seller_01606,1,active,2000-03-31
1607,Seller_01607,3,active,2009-08-21
1608,Seller_01608,1,active,2013-01-19
1609,Seller_01609,2,active,2019-01-25
1610,Seller_01610,5,active,2024-06-06
1611,Seller_01611,2,active,2003-12-19
1612,Seller_01612,4,active,2016-01-07
1613,Seller_01613,1,active,2009-04-15
1614,Seller_01614,0,active,2020-11-26
1615,Seller_01615,3,active,2025-04-08
1616,Seller_01616,0,active,2026-09-16
1617,Seller_01617,0,active,2017-10-31
1618,Seller_01618,2,active,2005-07-04
1619,Seller_01619,1,blocked,2001-09-02
1620,Seller_01620,0,active,2025-02-12
1621,Seller_01621,5,active,2013-05-28
1622,Seller_01622,2,active,2005-12-01
1623,Seller_01623,5,active,2014-12-12
1624,Seller_01624,4,active,2007-07-02
1625,Seller_01625,5,active,2013-10-29
1626,Seller_01626,1,active,2016-07-26
1627,Seller_01627,3,active,2007-02-24
1628,Seller_01628,0,active,2026-09-27
1629,Seller_01629,4,active,2023-03-26
1630,Seller_01630,5,active,2023-07-21
1631,Seller_01631,2,active,2018-07-14
1632,Seller_01632,4,active,2021-04-25
1633,Seller_01633,5,active,2022-02-08
1634,Seller_01634,4,active,2009-02-28
1635,Seller_01635,5,active,2010-02-19
1636,Seller_01636,5,active,2007-11-08
1637,Seller_01637,0,active,2004-09-01
1638,Seller_01638,1,active,2001-10-08
1639,Seller_01639,4,active,2025-02-07
1640,Seller_01640,2,active,2003-06-07
1641,Seller_01641,0,blocked,2023-10-11
1642,Seller_01642,5,active,2019-11-26
1643,Seller_01643,5,active,2012-01-28
1644,Seller_01644,4,active,2016-12-25
1645,Seller_01645,5,active,2021-02-09
1646,Seller_01646,4,active,2007-05-28
1647,Seller_01647,0,active,2015-05-24
1648,Seller_01648,1,active,2020-10-16
1649,Seller_01649,4,active,2004-02-15
1650,Seller_01650,3,active,2005-11-16
1651,Seller_01651,5,active,2017-10-01
1652,Seller_01652,1,active,2021-10-07
1653,Seller_01653,5,active,2005-08-26
1654,Seller_01654,3,active,2008-02-17
1655,Seller_01655,3,active,2020-03-10
1656,Seller_01656,0,active,2006-09-27
1657,Seller_01657,5,active,2019-07-09
1658,Seller_01658,4,active,2019-12-15
1659,Seller_01659,5,active,2025-05-26
1660,Seller_01660,1,active,2009-05-25
1661,Seller_01661,5,active,2008-04-16
1662,Seller_01662,1,active,2024-01-29
1663,Seller_01663,5,active,2020-04-06
1664,Seller_01664,2,active,2017-01-03
1665,Seller_01665,1,active,2012-04-06
1666,Seller_01666,3,active,2023-06-18
1667,Seller_01667,5,active,2013-02-21
1668,Seller_01668,4,active,2024-10-24
1669,Seller_01669,5,active,2019-05-16
1670,Seller_01670,1,active,2011-06-23
1671,Seller_01671,1,active,2013-02-23
1672,Seller_01672,4,active,2023-01-11
1673,Seller_01673,0,active,2017-04-10
1674,Seller_01674,4,active,2005-03-08
1675,Seller_01675,0,active,2005-11-08
1676,Seller_01676,3,active,2013-10-11
1677,Seller_01677,5,active,2009-01-31
1678,Seller_01678,4,active,2010-05-02
1679,Seller_01679,3,blocked,2008-01-07
1680,Seller_01680,4,active,2008-11-12
1681,Seller_01681,0,active,2019-03-21
1682,Seller_01682,0,active,2005-04-06
1683,Seller_01683,5,active,2022-04-09
1684,Seller_01684,4,active,2008-06-30
1685,Seller_01685,2,active,2018-01-06
1686,Seller_01686,2,active,2004-11-17
1687,Seller_01687,0,active,2020-05-07
1688,Seller_01688,5,active,2023-02-24
1689,Seller_01689,1,active,2018-02-27
1690,Seller_01690,1,active,2010-05-26
1691,Seller_01691,1,active,2024-11-22
1692,Seller_01692,1,active,2012-12-22
1693,Seller_01693,2,active,2010-12-25
1694,Seller_01694,1,active,2004-10-11
1695,Seller_01695,2,active,2004-03-25
1696,Seller_01696,3,active,2005-03-15
1697,Seller_01697,5,active,2003-03-23
1698,Seller_01698,3,active,2000-07-20
1699,Seller_01699,4,active,2021-04-15
1700,Seller_01700,3,active,2003-02-21
1701,Seller_01701,2,active,2000-02-18
1702,Seller_01702,4,active,2012-07-02
1703,Seller_01703,2,blocked,2018-01-09
1704,Seller_01704,3,active,2014-06-11
1705,Seller_01705,1,active,2019-12-28
1706,Seller_01706,0,active,2026-08-13
1707,Seller_01707,1,active,2022-05-10
1708,Seller_01708,2,active,2006-12-02
1709,Seller_01709,3,active,2024-04-08
1710,Seller_01710,5,active,2016-12-08
1711,Seller_01711,3,active,2001-11-08
1712,Seller_01712,1,active,2014-05-24
1713,Seller_01713,2,active,2004-07-16
1714,Seller_01714,1,active,2004-11-20
1715,Seller_01715,4,active,2002-06-26
1716,Seller_01716,4,active,2021-06-24
1717,Seller_01717,1,active,2026-04-17
1718,Seller_01718,0,active,2023-11-29
1719,Seller_01719,4,active,2004-08-06
1720,Seller_01720,2,active,2019-02-01
1721,Seller_01721,1,active,2013-08-03
1722,Seller_01722,5,active,2011-09-15
1723,Seller_01723,0,active,2004-05-13
1724,Seller_01724,4,active,2026-04-30
1725,Seller_01725,5,active,2019-04-12
1726,Seller_01726,1,active,2022-08-03
1727,Seller_01727,4,active,2016-10-07
1728,Seller_01728,0,active,2012-04-29
1729,Seller_01729,0,active,2018-01-27
1730,Seller_01730,1,active,2011-12-22
1731,Seller_01731,2,active,2004-05-22
1732,Seller_01732,1,active,2002-04-18
1733,Seller_01733,5,blocked,2016-06-04
1734,Seller_01734,5,active,2010-05-26
1735,Seller_01735,1,active,2021-04-20
1736,Seller_01736,1,active,2007-05-24
1737,Seller_01737,1,active,2020-05-13
1738,Seller_01738,0,active,2003-09-30
1739,Seller_01739,4,active,2002-08-15
1740,Seller_01740,1,active,2023-08-08
1741,Seller_01741,3,active,2009-03-03
1742,Seller_01742,1,active,2005-04-05
1743,Seller_01743,2,active,2015-10-02
1744,Seller_01744,5,active,2008-09-08
1745,Seller_01745,5,active,2013-11-27
1746,Seller_01746,1,active,2023-06-05
1747,Seller_01747,3,active,2012-09-28
1748,Seller_01748,2,active,2004-11-30
1749,Seller_01749,2,active,2017-09-01
1750,Seller_01750,2,active,2026-05-21
1751,Seller_01751,2,active,2019-04-02
1752,Seller_01752,3,active,2009-06-11
1753,Seller_01753,2,active,2000-04-23
1754,Seller_01754,2,active,2001-12-22
1755,Seller_01755,3,active,2013-07-15
1756,Seller_01756,4,active,2021-08-28
1757,Seller_01757,0,active,2000-05-28
1758,Seller_01758,1,active,2013-02-18
1759,Seller_01759,1,active,2018-04-23
1760,Seller_01760,0,active,2005-07-17
1761,Seller_01761,4,active,2008-03-12
1762,Seller_01762,1,active,2013-05-25
1763,Seller_01763,2,active,2011-06-14
1764,Seller_01764,5,active,2002-04-22
1765,Seller_01765,0,active,2014-05-08
1766,Seller_01766,5,active,2013-12-02
1767,Seller_01767,1,active,2026-02-17
1768,Seller_01768,1,active,2025-02-16
1769,Seller_01769,1,active,2020-07-20
1770,Seller_01770,4,active,2019-06-16
1771,Seller_01771,1,active,2022-12-29
1772,Seller_01772,2,active,2008-04-16
1773,Seller_01773,3,active,2013-04-13
1774,Seller_01774,5,blocked,2016-12-26
1775,Seller_01775,3,active,2021-12-16
1776,Seller_01776,3,active,2022-03-15
1777,Seller_01777,3,active,2005-06-29
1778,Seller_01778,5,active,2012-01-29
1779,Seller_01779,0,active,2007-06-29
1780,Seller_01780,0,active,2017-09-30
1781,Seller_01781,1,active,2014-12-27
1782,Seller_01782,1,active,2001-06-11
1783,Seller_01783,5,active,2001-06-04
1784,Seller_01784,2,active,2012-02-14
1785,Seller_01785,4,active,2015-10-01
1786,Seller_01786,5,active,2007-03-03
1787,Seller_01787,1,active,2009-03-12
1788,Seller_01788,0,active,2008-09-15
1789,Seller_01789,3,active,2016-04-05
1790,Seller_01790,2,active,2020-05-23
1791,Seller_01791,2,active,2023-04-11
1792,Seller_01792,5,active,2026-08-07
1793,Seller_01793,4,active,2009-11-29
1794,Seller_01794,5,active,2019-03-24
1795,Seller_01795,0,active,2011-06-19
1796,Seller_01796,1,active,2024-10-22
1797,Seller_01797,4,active,2015-06-29
1798,Seller_01798,3,active,2009-04-12
1799,Seller_01799,5,active,2008-10-17
1800,Seller_01800,4,active,2024-06-27
1801,Seller_01801,5,active,2015-12-03
1802,Seller_01802,1,active,2008-08-22
1803,Seller_01803,2,active,2025-01-01
1804,Seller_01804,5,active,2016-07-29
1805,Seller_01805,5,active,2009-08-02
1806,Seller_01806,5,active,2026-05-02
1807,Seller_01807,3,active,2005-07-04
1808,Seller_01808,2,active,2019-12-13
1809,Seller_01809,3,active,2012-08-26
1810,Seller_01810,0,active,2015-04-09
1811,Seller_01811,1,active,2022-02-13
1812,Seller_01812,3,active,2019-10-04
1813,Seller_01813,1,active,2013-04-12
1814,Seller_01814,3,active,2026-06-14
1815,Seller_01815,4,active,2022-07-23
1816,Seller_01816,1,active,2014-03-13
1817,Seller_01817,5,active,2001-08-08
1818,Seller_01818,2,active,2004-04-30
1819,Seller_01819,2,active,2025-05-07
1820,Seller_01820,2,active,2021-06-25
1821,Seller_01821,5,active,2014-02-03
1822,Seller_01822,5,active,2013-09-17
1823,Seller_01823,4,active,2012-07-15
1824,Seller_01824,3,active,2018-04-22
1825,Seller_01825,5,active,2004-04-23
1826,Seller_01826,1,active,2015-06-28
1827,Seller_01827,4,active,2012-07-06
1828,Seller_01828,5,active,2004-07-31
1829,Seller_01829,2,active,2025-01-24
1830,Seller_01830,2,active,2004-06-07
1831,Seller_01831,0,active,2016-04-20
1832,Seller_01832,0,active,2000-11-06
1833,Seller_01833,1,active,2022-07-12
1834,Seller_01834,5,active,2016-11-21
1835,Seller_01835,2,active,2017-03-12
1836,Seller_01836,4,active,2018-12-24
1837,Seller_01837,2,active,2017-11-12
1838,Seller_01838,5,active,2017-09-13
1839,Seller_01839,4,active,2003-05-30
1840,Seller_01840,0,active,2005-01-08
1841,Seller_01841,5,active,2011-12-27
1842,Seller_01842,5,active,2011-01-26
1843,Seller_01843,2,active,2003-08-02
1844,Seller_01844,0,active,2024-06-28
1845,Seller_01845,3,active,2010-04-29
1846,Seller_01846,0,active,2003-08-17
1847,Seller_01847,4,active,2009-06-14
1848,Seller_01848,3,active,2026-10-29
1849,Seller_01849,4,active,2006-06-13
1850,Seller_01850,3,active,2015-07-10
1851,Seller_01851,3,active,2010-01-12
1852,Seller_01852,4,active,2020-11-20
1853,Seller_01853,4,active,2014-03-21
1854,Seller_01854,1,blocked,2013-03-07
1855,Seller_01855,4,active,2007-10-14
1856,Seller_01856,5,active,2018-10-09
1857,Seller_01857,2,active,2019-11-21
1858,Seller_01858,0,active,2013-05-20
1859,Seller_01859,5,active,2007-01-02
1860,Seller_01860,4,active,2014-04-05
1861,Seller_01861,0,active,2012-04-27
1862,Seller_01862,5,active,2003-09-20
1863,Seller_01863,0,active,2006-02-21
1864,Seller_01864,4,active,2025-09-02
1865,Seller_01865,0,active,2011-08-10
1866,Seller_01866,4,active,2006-08-09
1867,Seller_01867,1,active,2002-11-18
1868,Seller_01868,3,active,2023-07-25
1869,Seller_01869,1,active,2006-04-12
1870,Seller_01870,0,active,2003-08-20
1871,Seller_01871,0,blocked,2015-11-23
1872,Seller_01872,1,active,2010-06-11
1873,Seller_01873,0,active,2018-01-02
1874,Seller_01874,5,active,2018-09-04
1875,Seller_01875,0,active,2015-11-10
1876,Seller_01876,5,active,2017-05-01
1877,Seller_01877,5,active,2026-01-31
1878,Seller_01878,4,active,2026-10-04
1879,Seller_01879,5,active,2024-06-12
1880,Seller_01880,2,active,2011-12-17
1881,Seller_01881,4,active,2008-12-03
1882,Seller_01882,1,active,2002-12-01
1883,Seller_01883,2,active,2013-07-20
1884,Seller_01884,5,active,2025-07-06
1885,Seller_01885,3,active,2012-08-14
1886,Seller_01886,0,active,2016-01-12
1887,Seller_01887,3,active,2017-11-12
1888,Seller_01888,2,active,2014-04-16
1889,Seller_01889,1,active,2010-08-07
1890,Seller_01890,0,active,2021-03-02
1891,Seller_01891,3,active,2022-07-05
1892,Seller_01892,1,active,2007-05-09
1893,Seller_01893,3,active,2011-03-27
1894,Seller_01894,5,active,2005-09-30
1895,Seller_01895,4,active,2020-06-20
1896,Seller_01896,1,active,2014-06-19
1897,Seller_01897,4,active,2014-12-08
1898,Seller_01898,1,active,2017-03-28
1899,Seller_01899,5,active,2018-01-14
1900,Seller_01900,4,active,2024-07-13
1901,Seller_01901,2,active,2026-06-08
1902,Seller_01902,4,active,2021-02-26
1903,Seller_01903,1,active,2011-06-19
1904,Seller_01904,5,active,2017-02-05
1905,Seller_01905,1,blocked,2022-01-23
1906,Seller_01906,0,active,2016-11-06
1907,Seller_01907,3,active,2015-04-19
1908,Seller_01908,1,active,2005-10-03
1909,Seller_01909,1,active,2000-10-17
1910,Seller_01910,3,active,2019-08-31
1911,Seller_01911,4,active,2022-03-14
1912,Seller_01912,1,active,2009-01-04
1913,Seller_01913,0,active,2005-06-16
1914,Seller_01914,0,active,2004-05-16
1915,Seller_01915,0,active,2012-09-05
1916,Seller_01916,0,active,2012-07-13
1917,Seller_01917,3,active,2015-10-05
1918,Seller_01918,3,active,2009-04-09
1919,Seller_01919,4,active,2019-12-18
1920,Seller_01920,0,active,2003-06-13
1921,Seller_01921,3,active,2006-01-06
1922,Seller_01922,1,active,2012-05-20
1923,Seller_01923,5,active,2004-05-15
1924,Seller_01924,5,active,2006-08-25
1925,Seller_01925,4,active,2012-02-29
1926,Seller_01926,2,active,2007-05-19
1927,Seller_01927,4,active,2010-10-31
1928,Seller_01928,1,active,2010-06-26
1929,Seller_01929,1,active,2023-07-25
1930,Seller_01930,1,active,2020-11-08
1931,Seller_01931,2,active,2007-10-23
1932,Seller_01932,5,active,2022-01-21
1933,Seller_01933,4,active,2023-06-27
1934,Seller_01934,0,active,2026-11-22
1935,Seller_01935,0,active,2022-07-08
1936,Seller_01936,5,active,2026-12-14
1937,Seller_01937,3,active,2001-03-12
1938,Seller_01938,2,active,2015-06-23
1939,Seller_01939,3,active,2009-05-03
1940,Seller_01940,0,active,2015-04-09
1941,Seller_01941,5,blocked,2016-11-15
1942,Seller_01942,3,active,2001-04-28
1943,Seller_01943,3,active,2005-04-05
1944,Seller_01944,2,active,2009-04-25
1945,Seller_01945,2,active,2017-04-17
1946,Seller_01946,3,active,2023-09-27
1947,Seller_01947,2,active,2017-09-08
1948,Seller_01948,5,active,2013-11-04
1949,Seller_01949,2,active,2002-03-02
1950,Seller_01950,1,active,2011-03-13
1951,Seller_01951,5,active,2002-04-09
1952,Seller_01952,4,active,2005-04-09
1953,Seller_01953,4,active,2022-07-03
1954,Seller_01954,0,active,2011-10-19
1955,Seller_01955,0,active,2008-01-04
1956,Seller_01956,3,active,2015-08-04
1957,Seller_01957,5,active,2011-06-23
1958,Seller_01958,1,active,2011-09-16
1959,Seller_01959,0,active,2015-04-17
1960,Seller_01960,0,active,2006-11-30
1961,Seller_01961,5,active,2020-07-23
1962,Seller_01962,4,active,2020-03-29
1963,Seller_01963,0,active,2024-10-28
1964,Seller_01964,0,active,2005-05-18
1965,Seller_01965,5,active,2021-10-10
1966,Seller_01966,2,active,2001-10-26
1967,Seller_01967,2,active,2020-12-18
1968,Seller_01968,3,active,2022-04-25
1969,Seller_01969,0,active,2006-07-01
1970,Seller_01970,1,active,2008-01-29
1971,Seller_01971,3,active,2004-05-31
1972,Seller_01972,4,active,2019-10-29
1973,Seller_01973,4,active,2016-03-01
1974,Seller_01974,1,active,2000-04-11
1975,Seller_01975,5,active,2010-05-08
1976,Seller_01976,1,active,2007-05-05
1977,Seller_01977,1,active,2015-04-23
1978,Seller_01978,2,active,2023-03-24
1979,Seller_01979,2,active,2022-02-18
1980,Seller_01980,1,active,2000-06-24
1981,Seller_01981,0,active,2011-04-16
1982,Seller_01982,3,active,2003-08-12
1983,Seller_01983,3,active,2022-10-30
1984,Seller_01984,5,active,2019-08-27
1985,Seller_01985,2,active,2003-12-29
1986,Seller_01986,5,active,2003-08-01
1987,Seller_01987,2,active,2023-03-07
1988,Seller_01988,2,active,2005-06-03
1989,Seller_01989,2,active,2016-05-28
1990,Seller_01990,0,active,2000-08-23
1991,Seller_01991,5,active,2000-08-19
1992,Seller_01992,4,active,2009-10-09
1993,Seller_01993,5,active,2007-03-19
1994,Seller_01994,1,active,2015-10-08
1995,Seller_01995,2,active,2016-09-16
1996,Seller_01996,3,active,2010-02-02
1997,Seller_01997,3,active,2011-08-20
1998,Seller_01998,2,active,2026-07-08
1999,Seller_01999,4,active,2022-11-17
2000,Seller_02000,2,active,2025-04-28
2001,Seller_02001,1,blocked,2022-06-25
2002,Seller_02002,4,active,2000-11-03
2003,Seller_02003,1,active,2020-12-26
2004,Seller_02004,5,blocked,2018-03-04
2005,Seller_02005,1,active,2002-04-03
2006,Seller_02006,1,active,2021-06-20
2007,Seller_02007,1,active,2010-03-23
2008,Seller_02008,4,active,2008-06-17
2009,Seller_02009,3,active,2001-01-02
2010,Seller_02010,2,active,2006-07-11
2011,Seller_02011,3,active,2003-06-22
2012,Seller_02012,0,blocked,2009-02-07
2013,Seller_02013,0,active,2013-08-14
2014,Seller_02014,0,active,2025-08-26
2015,Seller_02015,3,active,2016-05-31
2016,Seller_02016,3,active,2022-04-01
2017,Seller_02017,2,active,2018-10-01
2018,Seller_02018,0,active,2012-07-23
2019,Seller_02019,0,active,2012-01-19
2020,Seller_02020,5,active,2001-01-05
2021,Seller_02021,4,active,2006-08-19
2022,Seller_02022,5,active,2018-06-20
2023,Seller_02023,1,active,2026-10-15
2024,Seller_02024,5,active,2024-10-08
2025,Seller_02025,4,active,2015-12-06
2026,Seller_02026,3,active,2022-12-10
2027,Seller_02027,1,active,2014-11-10
2028,Seller_02028,2,active,2026-04-04
2029,Seller_02029,5,active,2022-09-12
2030,Seller_02030,1,active,2022-04-07
2031,Seller_02031,2,active,2025-07-25
2032,Seller_02032,1,active,2008-07-25
2033,Seller_02033,0,active,2007-02-26
2034,Seller_02034,3,active,2022-09-06
2035,Seller_02035,1,active,2024-04-22
2036,Seller_02036,1,active,2009-08-15
2037,Seller_02037,4,active,2001-11-28
2038,Seller_02038,4,active,2026-12-24
2039,Seller_02039,0,active,2021-05-14
2040,Seller_02040,1,active,2016-08-08
2041,Seller_02041,3,active,2026-05-27
2042,Seller_02042,4,active,2019-11-22
2043,Seller_02043,5,active,2026-03-24
2044,Seller_02044,5,active,2021-10-28
2045,Seller_02045,2,active,2013-03-20
2046,Seller_02046,1,active,2023-06-18
2047,Seller_02047,3,active,2019-03-13
2048,Seller_02048,3,active,2025-04-24
2049,Seller_02049,1,active,2011-10-01
2050,Seller_02050,4,active,2016-02-06
2051,Seller_02051,1,active,2004-03-12
2052,Seller_02052,1,active,2021-09-07
2053,Seller_02053,1,active,2023-05-16
2054,Seller_02054,5,active,2009-11-06
2055,Seller_02055,0,active,2023-11-20
2056,Seller_02056,4,active,2026-01-02
2057,Seller_02057,0,active,2002-08-01
2058,Seller_02058,2,active,2026-02-19
2059,Seller_02059,1,active,2026-06-01
2060,Seller_02060,0,active,2007-03-30
2061,Seller_02061,5,active,2014-05-16
2062,Seller_02062,0,active,2021-04-10
2063,Seller_02063,1,active,2004-06-07
2064,Seller_02064,2,active,2013-09-22
2065,Seller_02065,3,active,2015-03-02
2066,Seller_02066,5,active,2020-01-20
2067,Seller_02067,5,active,2025-01-14
2068,Seller_02068,5,active,2003-03-26
2069,Seller_02069,5,active,2010-06-16
2070,Seller_02070,2,active,2016-05-03
2071,Seller_02071,0,active,2026-09-06
2072,Seller_02072,1,active,2008-04-25
2073,Seller_02073,5,active,2008-09-03
2074,Seller_02074,5,active,2007-01-28
2075,Seller_02075,5,active,2022-01-26
2076,Seller_02076,0,active,2013-08-15
2077,Seller_02077,0,active,2004-06-17
2078,Seller_02078,2,active,2008-11-30
2079,Seller_02079,3,active,2005-05-24
2080,Seller_02080,4,active,2004-11-20
2081,Seller_02081,0,active,2000-01-13
2082,Seller_02082,5,active,2000-12-12
2083,Seller_02083,3,blocked,2018-02-22
2084,Seller_02084,0,active,2017-08-10
2085,Seller_02085,0,active,2007-04-01
2086,Seller_02086,5,active,2025-01-03
2087,Seller_02087,0,active,2008-03-03
2088,Seller_02088,2,active,2013-05-27
2089,Seller_02089,3,active,2003-03-25
2090,Seller_02090,4,active,2003-10-31
2091,Seller_02091,5,active,2004-08-07
2092,Seller_02092,5,active,2018-01-15
2093,Seller_02093,2,active,2005-09-23
2094,Seller_02094,1,active,2000-04-03
2095,Seller_02095,3,active,2012-04-05
2096,Seller_02096,1,active,2023-03-03
2097,Seller_02097,4,active,2014-07-02
2098,Seller_02098,3,active,2000-05-19
2099,Seller_02099,4,active,2023-11-15
2100,Seller_02100,2,active,2016-09-21
2101,Seller_02101,0,active,2014-08-18
2102,Seller_02102,3,active,2024-06-19
2103,Seller_02103,0,active,2022-06-23
2104,Seller_02104,5,active,2016-06-25
2105,Seller_02105,3,active,2009-08-09
2106,Seller_02106,0,active,2000-03-15
2107,Seller_02107,4,active,2023-11-22
2108,Seller_02108,2,blocked,2014-04-03
2109,Seller_02109,1,active,2017-07-14
2110,Seller_02110,3,active,2002-04-26
2111,Seller_02111,4,active,2014-05-13
2112,Seller_02112,2,active,2015-04-29
2113,Seller_02113,2,active,2005-09-25
2114,Seller_02114,0,active,2006-09-29
2115,Seller_02115,5,active,2015-12-04
2116,Seller_02116,1,active,2009-07-17
2117,Seller_02117,3,active,2002-05-18
2118,Seller_02118,3,active,2008-02-16
2119,Seller_02119,2,active,2021-02-12
2120,Seller_02120,3,blocked,2015-05-16
2121,Seller_02121,1,active,2023-02-12
2122,Seller_02122,3,active,2012-07-30
2123,Seller_02123,1,active,2016-12-24
2124,Seller_02124,0,active,2010-02-16
2125,Seller_02125,5,active,2000-10-22
2126,Seller_02126,2,active,2016-02-13
2127,Seller_02127,3,active,2000-04-24
2128,Seller_02128,0,active,2026-12-22
2129,Seller_02129,5,active,2025-03-04
2130,Seller_02130,1,active,2017-12-15
2131,Seller_02131,5,active,2023-05-20
2132,Seller_02132,4,active,2015-10-11
2133,Seller_02133,2,active,2005-04-01
2134,Seller_02134,5,active,2023-01-12
2135,Seller_02135,2,active,2016-12-24
2136,Seller_02136,3,active,2001-12-03
2137,Seller_02137,3,active,2002-12-20
2138,Seller_02138,0,active,2025-09-27
2139,Seller_02139,3,active,2020-05-08
2140,Seller_02140,4,active,2015-04-14
2141,Seller_02141,4,active,2021-01-29
2142,Seller_02142,2,active,2024-03-31
2143,Seller_02143,2,active,2012-10-02
2144,Seller_02144,5,active,2013-02-08
2145,Seller_02145,2,active,2021-12-08
2146,Seller_02146,3,active,2019-01-29
2147,Seller_02147,4,active,2025-04-26
2148,Seller_02148,5,active,2005-11-19
2149,Seller_02149,0,active,2020-04-23
2150,Seller_02150,0,active,2009-08-04
2151,Seller_02151,3,active,2010-04-12
2152,Seller_02152,5,active,2003-05-05
2153,Seller_02153,1,blocked,2006-09-17
2154,Seller_02154,2,active,2003-12-02
2155,Seller_02155,2,active,2026-01-30
2156,Seller_02156,5,active,2022-12-26
2157,Seller_02157,0,active,2007-02-22
2158,Seller_02158,3,active,2007-11-10
2159,Seller_02159,5,active,2013-07-02
2160,Seller_02160,0,blocked,2005-07-30
2161,Seller_02161,5,active,2026-04-26
2162,Seller_02162,5,active,2022-07-15
2163,Seller_02163,2,active,2006-07-03
2164,Seller_02164,1,active,2016-04-11
2165,Seller_02165,0,active,2009-09-23
2166,Seller_02166,4,active,2001-12-08
2167,Seller_02167,5,blocked,2019-02-27
2168,Seller_02168,0,active,2015-11-12
2169,Seller_02169,5,active,2008-02-27
2170,Seller_02170,2,active,2025-04-15
2171,Seller_02171,0,active,2007-03-31
2172,Seller_02172,4,active,2019-09-16
2173,Seller_02173,1,blocked,2018-03-12
2174,Seller_02174,1,active,2001-08-03
2175,Seller_02175,3,active,2023-07-13
2176,Seller_02176,2,active,2014-06-02
2177,Seller_02177,3,active,2019-11-03
2178,Seller_02178,1,active,2023-01-09
2179,Seller_02179,4,active,2016-11-26
2180,Seller_02180,1,active,2023-11-09
2181,Seller_02181,1,active,2001-04-17
2182,Seller_02182,0,active,2022-10-03
2183,Seller_02183,2,active,2000-11-21
2184,Seller_02184,2,active,2017-03-12
2185,Seller_02185,4,active,2021-11-08
2186,Seller_02186,4,active,2014-02-21
2187,Seller_02187,1,active,2014-07-21
2188,Seller_02188,1,active,2005-11-11
2189,Seller_02189,5,active,2006-04-18
2190,Seller_02190,5,active,2006-11-03
2191,Seller_02191,1,active,2001-10-29
2192,Seller_02192,3,active,2017-06-17
2193,Seller_02193,2,active,2010-07-10
2194,Seller_02194,2,active,2018-04-30
2195,Seller_02195,4,active,2011-02-20
2196,Seller_02196,3,active,2023-11-01
2197,Seller_02197,4,active,2016-05-15
2198,Seller_02198,1,active,2002-07-16
2199,Seller_02199,4,active,2007-07-24
2200,Seller_02200,2,active,2023-06-28
2201,Seller_02201,1,active,2003-09-18
2202,Seller_02202,4,active,2018-10-06
2203,Seller_02203,5,active,2025-02-04
2204,Seller_02204,3,active,2019-12-24
2205,Seller_02205,4,active,2022-04-02
2206,Seller_02206,1,active,2007-02-02
2207,Seller_02207,0,active,2017-12-20
